phase_pct,baseline_omega_mean,baseline_omega_std,baseline_alpha_mag_mean,baseline_alpha_mag_std,baseline_omega_sq_mean,baseline_omega_sq_std,baseline_sp_feedback_mean,baseline_sp_feedback_std,baseline_turn_ff_mean,baseline_turn_ff_std,baseline_required_turn_voltage_mean,baseline_required_turn_voltage_std,baseline_motor_voltage_delta_mean,baseline_motor_voltage_delta_std,baseline_speed_error_mean,baseline_speed_error_std,baseline_acceleration_mean,baseline_acceleration_std,predicted_speed_error_unconstrained,predicted_speed_error_constrained,predicted_speed_error_conservative
14.5,-8.77890625,0.0,465.2734375,0.0,77.12346191406249,0.0,-0.1498977279663086,0.02225802792141899,0.0002835449218749897,0.0,-0.1496141830444336,0.02225802792141899,-0.16307853698730468,0.02223470308214729,-0.0562506103515625,0.009929478971781336,2.9359946439872084,0.8487568543721596,0.047128762484367814,0.05834181093024894,0.06366523487305975
15.0,-9.108203125000001,1.7763568394002505e-15,458.59375,0.0,82.98645324707032,0.0,-0.15865097045898438,0.022202117479767112,0.0002835449218749897,0.0,-0.1583674255371094,0.022202117479767112,-0.17178955078125,0.02218739250989854,-0.05983123779296874,0.010169343463228864,2.646853929355152,0.9445953743392711,0.04915484356718148,0.06113179292297064,0.06657624406525403
15.5,-9.4331640625,0.0,447.578125,0.0,89.01092437744138,1.4210854715202004e-14,-0.16275493621826173,0.020366638254984925,0.0002835449218749897,0.0,-0.1624713912963867,0.02036663825498492,-0.1758343505859375,0.020309237429057075,-0.06105758666992187,0.008725833151516786,2.4211983136086,1.126543687197756,0.04884871214921192,0.0615739464939153,0.06714196584977165
16.0,-9.749375,0.0,436.5625,0.0,95.09917480468752,1.4210854715202004e-14,-0.16633338928222657,0.02144193017005,0.0002835449218749897,0.0,-0.16604984436035158,0.02144193017005,-0.17942626953125,0.021421033390577434,-0.061993408203124996,0.009743776141407506,2.293500566816009,1.126093180481301,0.048287644027011654,0.061731970243056225,0.0674319191070987
16.5,-10.0591796875,0.0,423.4765625,0.0,101.22305755615236,0.0,-0.17135478973388676,0.022543337525381405,0.0002835449218749897,0.0,-0.17107124481201177,0.022543337525381405,-0.18446174621582034,0.022542894514151788,-0.06363037109375001,0.010330529635654636,2.270096821106967,0.946217964886944,0.04846320743588146,0.06259748068011918,0.068437706523398
17.0,-10.362109375000001,0.0,406.953125,0.0,107.37868347167968,1.4210854715202004e-14,-0.17899795532226564,0.021359270095545776,0.0002835449218749897,0.0,-0.17871441040039066,0.021359270095545776,-0.19208877563476565,0.021344694457702148,-0.066556396484375,0.008718134126821831,2.3777465108947147,0.6270841464064116,0.04997225336040777,0.06475834718201776,0.07075106018203352
17.5,-10.649218750000001,1.7763568394002505e-15,395.703125,0.0,113.44206542968752,1.4210854715202004e-14,-0.18342761993408205,0.025181829133531217,0.0002835449218749897,0.0,-0.18314407501220706,0.025181829133531217,-0.19657440185546873,0.025232971771688817,-0.06787567138671875,0.010500131333578536,2.161904537316533,0.4769607179644218,0.0499290613411501,0.06531870541711421,0.07148047676332413
18.0,-10.9296875,0.0,381.71875,0.0,119.4940185546875,0.0,-0.18691429138183596,0.027235389141286596,0.0002835449218749897,0.0,-0.18663074645996097,0.027235389141286596,-0.200062255859375,0.02726540352258659,-0.0686944580078125,0.011405861714037978,1.8832710461738782,0.6446990129012051,0.049439563141182856,0.06538476666794611,0.07173206509196259
18.5,-11.2030859375,0.0,365.859375,0.0,125.5196206665039,0.0,-0.18986900329589843,0.02717603059928428,0.0002835449218749897,0.0,-0.18958545837402344,0.02717603059928428,-0.2029763412475586,0.027138354154618835,-0.06921371459960937,0.011189800407504105,1.5612625797867388,1.004852614353256,0.0486920640275628,0.06515743867741863,0.0717013612900262
19.0,-11.461953124999997,1.7763568394002505e-15,354.84375,0.0,131.39873718261717,0.0,-0.19393531799316407,0.026933282531453193,0.0002835449218749897,0.0,-0.19365177307128906,0.026933282531453197,-0.20705879211425782,0.026944158200097233,-0.07022491455078125,0.01081351982372625,1.2248980471026354,0.7606006894668582,0.048474732819553806,0.06542814473721209,0.07217841859841195
19.5,-11.713085937499999,0.0,343.82812500000006,0.0,137.227278137207,0.0,-0.19953868865966795,0.02492979615696544,0.0002835449218749897,0.0,-0.199255143737793,0.024929796156965445,-0.2126745223999023,0.024924144913101597,-0.07202163696289063,0.009720144269151151,0.6822933739437738,0.5163794031052695,0.04909626105739453,0.06649041426059235,0.07346327476684575
20.0,-11.957812500000001,1.7763568394002505e-15,329.68750000000006,0.0,143.00733642578123,0.0,-0.204440689086914,0.023577280327602004,0.0002835449218749897,0.0,-0.20415714416503902,0.023577280327602004,-0.2175872802734375,0.023539162726114525,-0.0734619140625,0.009206659179213025,0.13595616622961462,0.8222963455553126,0.04941429274210462,0.06720223019118597,0.07441379372331614
20.5,-12.1946484375,0.0,307.65625,0.0,148.71915313720703,0.0,-0.20592521667480468,0.02473943532387845,0.0002835449218749897,0.0,-0.2056416717529297,0.02473943532387845,-0.2190825653076172,0.024721591474234247,-0.07316070556640625,0.01010695519498694,-0.19887875287961268,1.1904497936173866,0.048050689879388646,0.06617850336490765,0.07364789156398603
21.0,-12.412421875,0.0,299.921875,0.0,154.09030212402345,0.0,-0.20569709777832032,0.02774919201807487,0.0002835449218749897,0.0,-0.20541355285644533,0.02774919201807487,-0.21882331848144532,0.027719485570014725,-0.0720404052734375,0.011551701216559459,-0.4485977279556514,1.1540981880400694,0.0459395154555778,0.0643415790984771,0.07209296000451694
21.5,-12.624765624999998,1.7763568394002505e-15,289.4921875,0.0,159.4037243652344,2.842170943040401e-14,-0.2059520721435547,0.0294350952890568,0.0002835449218749897,0.0,-0.20566852722167972,0.0294350952890568,-0.2190622711181641,0.02941589728617671,-0.07116744995117187,0.01214723136313693,-0.7724073716810673,0.9690940066692489,0.04412794010399915,0.06275784607288455,0.07080720044255151
22.0,-12.833593750000002,1.7763568394002505e-15,272.96875,0.0,164.70259399414064,2.842170943040401e-14,-0.2070050811767578,0.028688273624740152,0.0002835449218749897,0.0,-0.20672153625488282,0.028688273624740152,-0.22012672424316407,0.028676378464130178,-0.07069396972656251,0.01134271679986024,-1.2089947609356855,1.1192363187163203,0.04277731139032473,0.06157938672078915,0.06994669548131813
22.5,-13.0263671875,0.0,256.4453125,0.0,169.7011489868164,0.0,-0.203594970703125,0.02002750778623992,0.0002835449218749897,0.0,-0.20331142578125,0.02002750778623992,-0.21675157546997073,0.020025257299667896,-0.06800460815429688,0.0073541857485637935,-1.804315349160929,1.016362173760894,0.039278370609674075,0.05819079729167783,0.06689870683697452
23.0,-13.2090625,0.0,243.28125000000003,0.0,174.49465087890624,0.0,-0.2042790985107422,0.017344513205749326,0.0002835449218749897,0.0,-0.20399555358886723,0.017344513205749326,-0.21742801666259765,0.0173471365210361,-0.06737548828125,0.00645237460634221,-2.276761070553792,0.8740207599991534,0.03788948378334169,0.056868153913144315,0.0659317738060655
23.5,-13.383203124999998,1.7763568394002505e-15,231.21093750000003,2.842170943040401e-14,179.11654052734372,2.842170943040401e-14,-0.20669174194335938,0.018494047463479803,0.0002835449218749897,0.0,-0.20640819702148439,0.018494047463479803,-0.2198206329345703,0.0184947784650654,-0.06761489868164064,0.006926060397097209,-2.6134355807359957,0.9105290217924087,0.03741849592178052,0.056419698622897016,0.06585400450861184
24.0,-13.548437500000002,3.552713678800501e-15,214.68750000000003,2.842170943040401e-14,183.56754150390623,0.0,-0.2053470611572266,0.023758006963576665,0.0002835449218749897,0.0,-0.20506351623535157,0.023758006963576665,-0.21851898193359376,0.023744212466133806,-0.065958251953125,0.009164207148406297,-2.708647756865534,1.0899807430213049,0.035111412228998475,0.05408079786172995,0.06390535637249106
24.5,-13.7008984375,0.0,206.67968750000003,0.0,187.72565155029295,0.0,-0.20297534942626952,0.030211468301818017,0.0002835449218749897,0.0,-0.20269180450439456,0.030211468301818017,-0.20934308052062994,0.03714246368575052,-0.0638525390625,0.012486682532973423,-2.6328674174133244,1.191564216476724,0.032442537626738314,0.05136642699516043,0.06154452709726256
25.0,-13.84765625,0.0,197.26562500000003,2.842170943040401e-14,191.76531982421875,0.0,-0.19980239868164062,0.034168443150057355,0.0002835449218749897,0.0,-0.19951885375976566,0.03416844315005735,-0.19890451431274417,0.048671568210131654,-0.061363220214843764,0.014344525788791642,-2.4218703761245366,1.2921709028398467,0.02942590292326302,0.04829905899715319,0.05881499479782684
25.5,-13.990859375,0.0,180.7421875,0.0,195.74591918945313,0.0,-0.1957199478149414,0.03239023205349174,0.0002835449218749897,0.0,-0.1954364028930664,0.03239023205349174,-0.1903752040863037,0.05146366631280284,-0.058415679931640624,0.012904956428907963,-2.0561422779287777,1.4449368289964535,0.025996072004641067,0.04481195217781559,0.05564608416528235
