run,motion,target_lateral_mm,target_forward_mm,marker_detection_pct,trajectory_fit_rmse_mm,slow_motion_factor,video_lstart_mm,video_lend_mm,video_body_forward_mm,video_body_lateral_mm,video_marker_turn_angle_deg,video_turn_angle_deg,video_target_residual_mm,video_body_apex_forward_mm,log_lstart_mm,log_lend_mm,log_body_forward_mm,log_body_lateral_mm,log_turn_angle_deg,log_target_residual_mm,log_body_apex_forward_mm,accepted
20260725_021336,in_r135,-90.0,45.0,100.0,10.296477381375343,8.325,22.852070195164536,33.65394386704277,47.19593556642065,-67.5236714480843,-135.8285432289032,-138.09741703633136,0.0,,16.59034935973638,6.83149883648988,33.494140625,-85.4373978972435,-138.09656563959092,0.0,,True
20260725_021514,in_r135,-90.0,45.0,100.0,11.253705729185485,8.075,19.02056740498907,34.81082364486972,51.8490656737638,-66.70717863364517,-133.33054465029176,-138.00036802588642,0.0,,16.6697810523338,6.256574912922638,32.978515625,-85.81215238571167,-137.98296934840985,0.0,,True
20260725_022015,out_r45,-90.0,45.0,98.4251968503937,1.557946754056671,8.375,24.318496045496733,25.080574900624416,52.814144464425794,-14.69775629035541,-39.68389705424512,-43.053555607928935,0.0,,31.059236969445568,16.73175307477611,52.25390625,-20.31243222951889,-43.45278240521819,0.0,,True
20260725_022114,out_r45,-90.0,45.0,100.0,1.5676335254729115,8.525,21.07685750766823,26.25228068585711,55.32064845984523,-13.769158414225814,-41.1989523100259,-43.439160221296035,0.0,,31.31002406022514,16.27134209706424,52.40234375,-20.560877799987793,-43.78453152339488,0.0,,True
20260725_022220,out_r45,-90.0,45.0,100.0,1.261181414875279,8.45,22.658805037182045,25.996415287561998,53.81130022913283,-14.065377362998,-42.37634401111273,-43.075129716648895,0.0,,30.953019876614558,16.392449704211582,52.60546875,-20.546813189983368,-43.447857838826614,0.0,,True
20260725_022327,out_r135,-90.0,-45.0,98.71794871794873,6.979883608894104,8.075,15.607827251095387,48.761325916082,51.8110490978249,-62.13715510602627,-135.9085299487746,-136.8920735547053,0.0,,13.832217665758346,24.483993165216607,35.8828125,-78.74933338165283,-136.96146674671024,0.0,,True
20260725_022420,out_r135,-90.0,-45.0,98.125,7.856266990663469,8.2,15.194895648920742,46.64613017994469,50.58198939276403,-63.47851199851435,-136.21998409380603,-136.71665375161035,0.0,,13.041567666422075,23.650923046156617,36.0,-79.24901580810547,-136.73273737178485,0.0,,True
20260725_022516,out_r135,-90.0,-45.0,100.0,6.287149020679404,8.2,16.98549119972172,44.85902754974146,47.65553789196645,-64.88001697197211,-133.43430368258538,-137.0251164599629,0.0,,14.326136620565055,25.052112890267374,35.875,-78.43781113624573,-137.19948859400142,0.0,,True
20260725_022620,r_v90,-90.0,0.0,98.4375,6.72987956092416,8.75,-5.289102956193028,28.340731316893926,70.73787790637513,-35.356683038391665,-92.3510722615208,-93.66003362904617,0.0,,11.536822447147662,5.589164286564906,52.453125,-58.06143665313721,-93.59374068722623,0.0,,True
20260725_022729,r_v90,-90.0,0.0,98.4375,6.847729097822204,8.75,-4.632250470584451,29.350576196707582,70.39363198956889,-34.36582664287187,-90.13457890119871,-94.1455632542724,0.0,,11.73807213267979,5.497206292700312,52.28515625,-58.155805587768555,-94.0015917731352,0.0,,True
20260725_022831,r_v90,-90.0,0.0,99.21875,7.63458860073961,8.8,-5.050520722111227,28.643999345316217,70.6976949438806,-35.06604935226795,-92.40743977670739,-94.01896804759127,0.0,,11.4650075651292,5.589185611570627,52.537109375,-58.06219291687012,-93.71873314903746,0.0,,True
